ar,smasvaedi,tekjutiund,fjoldi
2013,1802,2,37
2013,1802,3,46
2013,1802,4,30
2013,1802,5,40
2013,1802,6,31
2013,1802,7,45
2013,1802,8,35
2013,1802,9,70
2013,1802,10,116
2013,1803,1,6
2013,1803,2,8
2013,1803,3,6
2013,1803,4,7
2013,1803,5,8
2013,1803,6,7
2013,1803,7,9
2013,1803,8,7
2013,1803,9,15
2013,1803,10,17
2013,1804,1,64
2013,1804,2,68
2013,1804,3,47
2013,1804,4,44
2013,1804,5,47
2013,1804,6,50
2013,1804,7,57
2013,1804,8,57
2013,1804,9,82
2013,1804,10,147
2013,1805,1,47
2013,1805,2,55
2013,1805,3,55
2013,1805,4,61
2013,1805,5,67
2013,1805,6,57
2013,1805,7,73
2013,1805,8,102
2013,1805,9,103
2013,1805,10,96
2013,1806,1,30
2013,1806,2,47
2013,1806,3,41
2013,1806,4,32
2013,1806,5,49
2013,1806,6,42
2013,1806,7,45
2013,1806,8,41
2013,1806,9,39
2013,1806,10,34
2013,1807,1,66
2013,1807,2,55
2013,1807,3,69
2013,1807,4,65
2013,1807,5,75
2013,1807,6,73
2013,1807,7,81
2013,1807,8,81
2013,1807,9,88
2013,1807,10,102
2013,1808,1,86
2013,1808,2,81
2013,1808,3,85
2013,1808,4,62
2013,1808,5,91
2013,1808,6,88
2013,1808,7,112
2013,1808,8,101
2013,1808,9,131
2013,1808,10,192
2013,1809,1,60
2013,1809,2,61
2013,1809,3,58
2013,1809,4,50
2013,1809,5,40
2013,1809,6,71
2013,1809,7,67
2013,1809,8,69
2013,1809,9,90
2013,1809,10,162
2013,1810,1,33
2013,1810,2,39
2013,1810,3,40
2013,1810,4,32
2013,1810,5,33
2013,1810,6,34
2013,1810,7,38
2013,1810,8,30
2013,1810,9,38
2013,1810,10,76
2013,1811,1,76
2013,1811,2,65
2013,1811,3,43
2013,1811,4,52
2013,1811,5,71
2013,1811,6,70
2013,1811,7,78
2013,1811,8,64
2013,1811,9,108
2013,1811,10,183
2013,1901,1,86
2013,1901,2,76
2013,1901,3,97
2013,1901,4,99
2013,1901,5,90
2013,1901,6,89
2013,1901,7,74
2013,1901,8,88
2013,1901,9,86
2013,1901,10,81
2013,1902,1,29
2013,1902,2,32
2013,1902,3,19
2013,1902,4,32
2013,1902,5,29
2013,1902,6,29
2013,1902,7,40
2013,1902,8,34
2013,1902,9,38
2013,1902,10,31
2013,1903,1,27
2013,1903,2,22
2013,1903,3,28
2013,1903,4,17
2013,1903,5,19
2013,1903,6,34
2013,1903,7,24
2013,1903,8,32
2013,1903,9,38
2013,1903,10,42
2013,1904,1,63
2013,1904,2,64
2013,1904,3,68
2013,1904,4,61
2013,1904,5,64
2013,1904,6,83
2013,1904,7,67
2013,1904,8,70
2013,1904,9,95
2013,1904,10,87
2013,2001,1,64
2013,2001,2,61
2013,2001,3,79
2013,2001,4,66
2013,2001,5,78
2013,2001,6,75
2013,2001,7,70
2013,2001,8,93
2013,2001,9,118
2013,2001,10,93
2013,2002,1,28
2013,2002,2,30
2013,2002,3,39
2013,2002,4,36
2013,2002,5,32
2013,2002,6,41
2013,2002,7,25
2013,2002,8,27
2013,2002,9,15
2013,2002,10,13
2013,2003,1,50
2013,2003,2,45
2013,2003,3,71
2013,2003,4,62
2013,2003,5,55
2013,2003,6,60
2013,2003,7,62
2013,2003,8,50
2013,2003,9,49
2013,2003,10,50
2013,2004,1,112
2013,2004,2,98
2013,2004,3,86
2013,2004,4,85
2013,2004,5,93
2013,2004,6,103
2013,2004,7,120
2013,2004,8,115
2013,2004,9,130
2013,2004,10,160
2013,2005,1,80
2013,2005,2,77
2013,2005,3,77
2013,2005,4,78
2013,2005,5,89
2013,2005,6,92
2013,2005,7,90
2013,2005,8,101
2013,2005,9,95
2013,2005,10,80
2013,2006,1,91
2013,2006,2,100
2013,2006,3,88
2013,2006,4,107
2013,2006,5,107
2013,2006,6,124
2013,2006,7,112
2013,2006,8,143
2013,2006,9,111
2013,2006,10,97
2013,2007,1,94
2013,2007,2,89
2013,2007,3,107
2013,2007,4,89
2013,2007,5,96
2013,2007,6,108
2013,2007,7,112
2013,2007,8,98
2013,2007,9,78
2013,2007,10,70
2013,2008,1,44
2013,2008,2,44
2013,2008,3,44
2013,2008,4,45
2013,2008,5,41
2013,2008,6,45
2013,2008,7,54
2013,2008,8,45
2013,2008,9,47
2013,2008,10,29
2013,2101,1,100
2013,2101,2,91
2013,2101,3,74
2013,2101,4,69
2013,2101,5,103
2013,2101,6,80
2013,2101,7,88
2013,2101,8,93
2013,2101,9,121
2013,2101,10,110
2013,2102,1,27
2013,2102,2,28
2013,2102,3,30
2013,2102,4,29
2013,2102,5,31
2013,2102,6,35
2013,2102,7,24
2013,2102,8,30
2013,2102,9,56
2013,2102,10,50
2013,2103,1,60
2013,2103,2,55
2013,2103,3,38
2013,2103,4,53
2013,2103,5,57
2013,2103,6,59
2013,2103,7,83
2013,2103,8,65
2013,2103,9,84
2013,2103,10,90
2013,2104,1,106
2013,2104,2,71
2013,2104,3,71
2013,2104,4,66
2013,2104,5,61
2013,2104,6,76
2013,2104,7,82
2013,2104,8,112
2013,2104,9,122
2013,2104,10,160
2013,2105,1,37
2013,2105,2,54
2013,2105,3,34
2013,2105,4,41
2013,2105,5,45
2013,2105,6,40
2013,2105,7,58
2013,2105,8,69
2013,2105,9,54
2013,2105,10,52
2013,2106,1,74
2013,2106,2,71
2013,2106,3,56
2013,2106,4,58
2013,2106,5,95
2013,2106,6,102
2013,2106,7,82
2013,2106,8,99
2013,2106,9,126
2013,2106,10,128
2013,2201,1,62
2013,2201,2,86
2013,2201,3,62
2013,2201,4,80
2013,2201,5,66
2013,2201,6,82
2013,2201,7,94
2013,2201,8,98
2013,2201,9,114
2013,2201,10,121
2013,2202,1,26
2013,2202,2,42
2013,2202,3,25
2013,2202,4,26
2013,2202,5,39
2013,2202,6,23
2013,2202,7,51
2013,2202,8,53
2013,2202,9,51
2013,2202,10,82
2013,2203,1,25
2013,2203,2,34
2013,2203,3,30
2013,2203,4,28
2013,2203,5,34
2013,2203,6,36
2013,2203,7,38
2013,2203,8,37
2013,2203,9,45
2013,2203,10,48
2013,2204,1,50
2013,2204,2,50
2013,2204,3,62
2013,2204,4,66
2013,2204,5,61
2013,2204,6,70
2013,2204,7,77
2013,2204,8,78
2013,2204,9,89
2013,2204,10,120
2013,2205,1,48
2013,2205,2,51
2013,2205,3,47
2013,2205,4,54
2013,2205,5,70
2013,2205,6,75
2013,2205,7,81
2013,2205,8,84
2013,2205,9,85
2013,2205,10,72
2013,2301,1,84
2013,2301,2,82
2013,2301,3,75
2013,2301,4,54
2013,2301,5,45
2013,2301,6,76
2013,2301,7,81
2013,2301,8,81
2013,2301,9,105
2013,2301,10,159
2013,2302,1,44
2013,2302,2,35
2013,2302,3,41
2013,2302,4,21
2013,2302,5,40
2013,2302,6,40
2013,2302,7,48
2013,2302,8,45
2013,2302,9,75
2013,2302,10,105
2013,2303,1,72
2013,2303,2,78
2013,2303,3,85
2013,2303,4,73
2013,2303,5,63
2013,2303,6,69
2013,2303,7,90
2013,2303,8,69
2013,2303,9,104
2013,2303,10,121
2013,2401,1,86
2013,2401,2,84
2013,2401,3,91
2013,2401,4,81
2013,2401,5,84
2013,2401,6,78
2013,2401,7,106
2013,2401,8,74
2013,2401,9,82
2013,2401,10,106
2013,2402,1,102
2013,2402,2,94
2013,2402,3,72
2013,2402,4,82
2013,2402,5,87
2013,2402,6,97
2013,2402,7,109
2013,2402,8,102
2013,2402,9,137
2013,2402,10,109
2013,2403,1,97
2013,2403,2,82
2013,2403,3,104
2013,2403,4,85
2013,2403,5,102
2013,2403,6,122
2013,2403,7,109
2013,2403,8,116
2013,2403,9,122
2013,2403,10,86
2013,2404,1,87
2013,2404,2,70
2013,2404,3,63
2013,2404,4,49
2013,2404,5,78
2013,2404,6,65
2013,2404,7,72
2013,2404,8,79
2013,2404,9,87
2013,2404,10,64
2013,2405,1,35
2013,2405,2,18
2013,2405,3,34
2013,2405,4,21
2013,2405,5,25
2013,2405,6,27
2013,2405,7,22
2013,2405,8,34
2013,2405,9,19
2013,2405,10,24
2013,2406,1,65
2013,2406,2,61
2013,2406,3,56
2013,2406,4,57
2013,2406,5,59
2013,2406,6,57
2013,2406,7,73
2013,2406,8,70
2013,2406,9,43
2013,2406,10,42
2013,2407,1,13
2013,2407,2,17
2013,2407,3,10
2013,2407,4,13
2013,2407,5,15
2013,2407,6,14
2013,2407,7,18
2013,2407,8,9
2013,2407,9,22
2013,2407,10,28
2013,2501,1,115
2013,2501,2,123
2013,2501,3,138
2013,2501,4,117
2013,2501,5,101
2013,2501,6,91
2013,2501,7,84
2013,2501,8,113
2013,2501,9,100
2013,2501,10,119
2013,2502,1,57
2013,2502,2,63
2013,2502,3,45
2013,2502,4,59
2013,2502,5,52
2013,2502,6,38
2013,2502,7,31
2013,2502,8,29
2013,2502,9,17
2013,2502,10,17
2013,2503,1,89
2013,2503,2,127
2013,2503,3,125
2013,2503,4,98
2013,2503,5,97
2013,2503,6,76
2013,2503,7,51
2013,2503,8,52
2013,2503,9,23
2013,2503,10,38
2013,2504,1,92
2013,2504,2,138
2013,2504,3,93
2013,2504,4,121
2013,2504,5,81
2013,2504,6,88
2013,2504,7,71
2013,2504,8,64
2013,2504,9,32
2013,2504,10,37
2013,2601,1,125
2013,2601,2,103
2013,2601,3,101
2013,2601,4,108
2013,2601,5,80
2013,2601,6,85
2013,2601,7,78
2013,2601,8,84
2013,2601,9,54
2013,2601,10,143
2013,2602,1,118
2013,2602,2,173
2013,2602,3,155
2013,2602,4,106
2013,2602,5,93
2013,2602,6,109
2013,2602,7,90
2013,2602,8,88
2013,2602,9,102
2013,2602,10,200
2013,2701,1,54
2013,2701,2,64
2013,2701,3,72
2013,2701,4,56
2013,2701,5,59
2013,2701,6,57
2013,2701,7,50
2013,2701,8,53
2013,2701,9,47
2013,2701,10,38
2013,2702,1,83
2013,2702,2,66
2013,2702,3,70
2013,2702,4,77
2013,2702,5,76
2013,2702,6,62
2013,2702,7,58
2013,2702,8,66
2013,2702,9,56
2013,2702,10,35
2013,2703,1,106
2013,2703,2,103
2013,2703,3,125
2013,2703,4,108
2013,2703,5,106
2013,2703,6,121
2013,2703,7,113
2013,2703,8,92
2013,2703,9,81
2013,2703,10,59
2013,2704,1,78
2013,2704,2,81
2013,2704,3,79
2013,2704,4,66
2013,2704,5,69
2013,2704,6,67
2013,2704,7,73
2013,2704,8,64
2013,2704,9,60
2013,2704,10,42
2013,2705,1,60
2013,2705,2,62
2013,2705,3,85
2013,2705,4,86
2013,2705,5,99
2013,2705,6,68
2013,2705,7,61
2013,2705,8,67
2013,2705,9,59
2013,2705,10,34
2013,2801,1,124
2013,2801,2,168
2013,2801,3,151
2013,2801,4,90
2013,2801,5,89
2013,2801,6,63
2013,2801,7,61
2013,2801,8,49
2013,2801,9,49
2013,2801,10,26
2013,2802,1,106
2013,2802,2,97
2013,2802,3,86
2013,2802,4,84
2013,2802,5,59
2013,2802,6,59
2013,2802,7,44
2013,2802,8,44
2013,2802,9,24
2013,2802,10,23
2013,2803,1,94
2013,2803,2,103
2013,2803,3,105
2013,2803,4,135
2013,2803,5,116
2013,2803,6,125
2013,2803,7,90
2013,2803,8,96
2013,2803,9,58
2013,2803,10,49
2013,2804,1,92
2013,2804,2,92
2013,2804,3,107
2013,2804,4,97
2013,2804,5,100
2013,2804,6,110
2013,2804,7,105
2013,2804,8,76
2013,2804,9,84
2013,2804,10,60
2013,2901,1,108
2013,2901,2,92
2013,2901,3,103
2013,2901,4,97
2013,2901,5,110
2013,2901,6,104
2013,2901,7,107
2013,2901,8,123
2013,2901,9,115
2013,2901,10,113
2013,2902,1,50
2013,2902,2,41
2013,2902,3,60
2013,2902,4,85
2013,2902,5,60
2013,2902,6,49
2013,2902,7,40
2013,2902,8,51
2013,2902,9,37
2013,2902,10,26
2013,2903,1,56
2013,2903,2,48
2013,2903,3,94
2013,2903,4,92
2013,2903,5,73
2013,2903,6,64
2013,2903,7,78
2013,2903,8,52
2013,2903,9,36
2013,2903,10,28
2013,2904,1,120
2013,2904,2,124
2013,2904,3,158
2013,2904,4,158
2013,2904,5,160
2013,2904,6,142
2013,2904,7,134
2013,2904,8,140
2013,2904,9,108
2013,2904,10,99
2013,3001,1,32
2013,3001,2,34
2013,3001,3,38
2013,3001,4,36
2013,3001,5,37
2013,3001,6,22
2013,3001,7,22
2013,3001,8,21
2013,3001,9,8
2013,3001,10,3
2013,3002,1,39
2013,3002,2,28
2013,3002,3,29
2013,3002,4,36
2013,3002,5,32
2013,3002,6,17
2013,3002,7,20
2013,3002,8,16
2013,3002,9,13
2013,3002,10,9
2013,3003,1,57
2013,3003,2,69
2013,3003,3,63
2013,3003,4,75
2013,3003,5,75
2013,3003,6,63
2013,3003,7,62
2013,3003,8,69
2013,3003,9,57
2013,3003,10,36
2013,3004,1,40
2013,3004,2,50
2013,3004,3,63
2013,3004,4,49
2013,3004,5,73
2013,3004,6,50
2013,3004,7,56
2013,3004,8,57
2013,3004,9,43
2013,3004,10,41
2013,3005,1,38
2013,3005,2,43
2013,3005,3,60
2013,3005,4,67
2013,3005,5,70
2013,3005,6,54
2013,3005,7,56
2013,3005,8,66
2013,3005,9,41
2013,3005,10,39
2013,3006,1,49
2013,3006,2,53
2013,3006,3,43
2013,3006,4,72
2013,3006,5,57
2013,3006,6,50
2013,3006,7,57
2013,3006,8,52
2013,3006,9,45
2013,3006,10,29
2013,3101,1,100
2013,3101,2,107
2013,3101,3,111
2013,3101,4,119
2013,3101,5,107
2013,3101,6,90
2013,3101,7,80
2013,3101,8,81
2013,3101,9,78
2013,3101,10,106
2013,3102,1,31
2013,3102,2,33
2013,3102,3,51
2013,3102,4,55
2013,3102,5,26
2013,3102,6,41
2013,3102,7,28
2013,3102,8,38
2013,3102,9,30
2013,3102,10,45
2013,3103,1,63
2013,3103,2,81
2013,3103,3,100
2013,3103,4,116
2013,3103,5,86
2013,3103,6,64
2013,3103,7,77
2013,3103,8,52
2013,3103,9,47
2013,3103,10,55
2013,3104,1,53
2013,3104,2,58
2013,3104,3,83
2013,3104,4,87
2013,3104,5,80
2013,3104,6,76
2013,3104,7,69
2013,3104,8,65
2013,3104,9,46
2013,3104,10,27
2013,3105,1,47
2013,3105,2,40
2013,3105,3,59
2013,3105,4,60
2013,3105,5,46
2013,3105,6,50
2013,3105,7,48
2013,3105,8,56
2013,3105,9,33
2013,3105,10,23
2013,3201,1,34
2013,3201,2,43
2013,3201,3,50
2013,3201,4,57
2013,3201,5,55
2013,3201,6,49
2013,3201,7,42
2013,3201,8,43
2013,3201,9,32
2013,3201,10,18
2013,3202,1,51
2013,3202,2,60
2013,3202,3,70
2013,3202,4,73
2013,3202,5,72
2013,3202,6,78
2013,3202,7,80
2013,3202,8,90
2013,3202,9,54
2013,3202,10,54
2013,3203,1,53
2013,3203,2,78
2013,3203,3,71
2013,3203,4,73
2013,3203,5,64
2013,3203,6,71
2013,3203,7,69
2013,3203,8,98
2013,3203,9,57
2013,3203,10,36
2013,3204,1,103
2013,3204,2,107
2013,3204,3,86
2013,3204,4,97
2013,3204,5,101
2013,3204,6,119
2013,3204,7,97
2013,3204,8,131
2013,3204,9,109
2013,3204,10,116
2013,3205,1,31
2013,3205,2,29
2013,3205,3,35
2013,3205,4,33
2013,3205,5,35
2013,3205,6,38
2013,3205,7,35
2013,3205,8,26
2013,3205,9,39
2013,3205,10,35
2013,3301,1,69
2013,3301,2,88
2013,3301,3,98
2013,3301,4,69
2013,3301,5,59
2013,3301,6,76
2013,3301,7,66
2013,3301,8,68
2013,3301,9,49
2013,3301,10,34
2013,3302,1,87
2013,3302,2,94
2013,3302,3,106
2013,3302,4,111
2013,3302,5,113
2013,3302,6,96
2013,3302,7,93
2013,3302,8,91
2013,3302,9,62
2013,3302,10,29
2013,3303,1,90
2013,3303,2,108
2013,3303,3,71
2013,3303,4,57
2013,3303,5,71
2013,3303,6,61
2013,3303,7,53
2013,3303,8,39
2013,3303,9,32
2013,3303,10,22
2013,3304,1,71
2013,3304,2,105
2013,3304,3,123
2013,3304,4,140
2013,3304,5,88
2013,3304,6,94
2013,3304,7,83
2013,3304,8,75
2013,3304,9,73
2013,3304,10,159
2013,3305,1,121
2013,3305,2,143
2013,3305,3,193
2013,3305,4,127
2013,3305,5,103
2013,3305,6,95
2013,3305,7,57
2013,3305,8,79
2013,3305,9,66
2013,3305,10,120
2013,3401,1,117
2013,3401,2,149
2013,3401,3,149
2013,3401,4,143
2013,3401,5,107
2013,3401,6,109
2013,3401,7,75
2013,3401,8,68
2013,3401,9,62
2013,3401,10,97
2013,3402,1,53
2013,3402,2,63
2013,3402,3,81
2013,3402,4,78
2013,3402,5,70
2013,3402,6,49
2013,3402,7,44
2013,3402,8,28
2013,3402,9,21
2013,3402,10,48
2013,3403,1,173
2013,3403,2,133
2013,3403,3,160
2013,3403,4,176
2013,3403,5,133
2013,3403,6,152
2013,3403,7,128
2013,3403,8,128
2013,3403,9,127
2013,3403,10,150
2013,3404,1,49
2013,3404,2,62
2013,3404,3,51
2013,3404,4,55
2013,3404,5,49
2013,3404,6,46
2013,3404,7,50
2013,3404,8,42
2013,3404,9,38
2013,3404,10,58
2013,3501,1,70
2013,3501,2,72
2013,3501,3,68
2013,3501,4,80
2013,3501,5,44
2013,3501,6,42
2013,3501,7,45
2013,3501,8,29
2013,3501,9,26
2013,3501,10,13
2013,3502,1,132
2013,3502,2,90
2013,3502,3,99
2013,3502,4,105
2013,3502,5,100
2013,3502,6,82
2013,3502,7,74
2013,3502,8,50
2013,3502,9,50
2013,3502,10,32
2013,3503,1,81
2013,3503,2,122
2013,3503,3,85
2013,3503,4,76
2013,3503,5,69
2013,3503,6,69
2013,3503,7,47
2013,3503,8,48
2013,3503,9,35
2013,3503,10,20
2013,3504,1,132
2013,3504,2,114
2013,3504,3,149
2013,3504,4,162
2013,3504,5,158
2013,3504,6,144
2013,3504,7,133
2013,3504,8,121
2013,3504,9,106
2013,3504,10,93
2013,3601,1,111
2013,3601,2,121
2013,3601,3,113
2013,3601,4,111
2013,3601,5,101
2013,3601,6,88
2013,3601,7,65
2013,3601,8,70
2013,3601,9,60
2013,3601,10,108
2013,3602,1,105
2013,3602,2,109
2013,3602,3,113
2013,3602,4,113
2013,3602,5,99
2013,3602,6,102
2013,3602,7,82
2013,3602,8,58
2013,3602,9,58
2013,3602,10,67
2013,3603,1,167
2013,3603,2,135
2013,3603,3,136
2013,3603,4,109
2013,3603,5,132
2013,3603,6,115
2013,3603,7,98
2013,3603,8,73
2013,3603,9,69
2013,3603,10,70
2013,3701,1,76
2013,3701,2,62
2013,3701,3,54
2013,3701,4,48
2013,3701,5,56
2013,3701,6,63
2013,3701,7,54
2013,3701,8,61
2013,3701,9,63
2013,3701,10,50
2013,3702,1,102
2013,3702,2,71
2013,3702,3,86
2013,3702,4,104
2013,3702,5,90
2013,3702,6,89
2013,3702,7,83
2013,3702,8,65
2013,3702,9,43
2013,3702,10,53
2013,3703,1,91
2013,3703,2,78
2013,3703,3,77
2013,3703,4,65
2013,3703,5,87
2013,3703,6,88
2013,3703,7,79
2013,3703,8,71
2013,3703,9,62
2013,3703,10,68
2013,3704,1,76
2013,3704,2,54
2013,3704,3,70
2013,3704,4,53
2013,3704,5,63
2013,3704,6,58
2013,3704,7,45
2013,3704,8,39
2013,3704,9,30
2013,3704,10,31
2013,3801,1,63
2013,3801,2,48
2013,3801,3,43
2013,3801,4,61
2013,3801,5,49
2013,3801,6,56
2013,3801,7,55
2013,3801,8,59
2013,3801,9,61
2013,3801,10,36
2013,3802,1,46
2013,3802,2,44
2013,3802,3,26
2013,3802,4,62
2013,3802,5,54
2013,3802,6,45
2013,3802,7,34
2013,3802,8,45
2013,3802,9,29
2013,3802,10,26
2013,3803,1,80
2013,3803,2,47
2013,3803,3,65
2013,3803,4,71
2013,3803,5,61
2013,3803,6,74
2013,3803,7,59
2013,3803,8,46
2013,3803,9,70
2013,3803,10,60
2013,3804,1,106
2013,3804,2,85
2013,3804,3,80
2013,3804,4,118
2013,3804,5,86
2013,3804,6,90
2013,3804,7,83
2013,3804,8,59
2013,3804,9,71
2013,3804,10,56
2013,3901,1,125
2013,3901,2,105
2013,3901,3,91
2013,3901,4,83
2013,3901,5,123
2013,3901,6,101
2013,3901,7,88
2013,3901,8,81
2013,3901,9,52
2013,3901,10,55
2013,3902,1,99
2013,3902,2,79
2013,3902,3,105
2013,3902,4,78
2013,3902,5,94
2013,3902,6,86
2013,3902,7,81
2013,3902,8,69
2013,3902,9,52
2013,3902,10,45
2013,3903,1,145
2013,3903,2,120
2013,3903,3,125
2013,3903,4,118
2013,3903,5,113
2013,3903,6,103
2013,3903,7,99
2013,3903,8,89
2013,3903,9,83
2013,3903,10,72
2013,3904,1,107
2013,3904,2,108
2013,3904,3,106
2013,3904,4,100
2013,3904,5,97
2013,3904,6,103
2013,3904,7,70
2013,3904,8,61
2013,3904,9,55
2013,3904,10,43
2013,4001,1,89
2013,4001,2,72
2013,4001,3,71
2013,4001,4,74
2013,4001,5,59
2013,4001,6,56
2013,4001,7,52
2013,4001,8,41
2013,4001,9,69
2013,4001,10,34
2013,4002,1,109
2013,4002,2,127
2013,4002,3,165
2013,4002,4,151
2013,4002,5,142
2013,4002,6,107
2013,4002,7,98
2013,4002,8,96
2013,4002,9,72
2013,4002,10,74
2013,4003,1,79
2013,4003,2,70
2013,4003,3,73
2013,4003,4,64
2013,4003,5,61
2013,4003,6,61
2013,4003,7,48
2013,4003,8,32
2013,4003,9,27
2013,4003,10,25
2013,4101,1,95
2013,4101,2,85
2013,4101,3,82
2013,4101,4,76
2013,4101,5,87
2013,4101,6,54
2013,4101,7,62
2013,4101,8,48
2013,4101,9,67
2013,4101,10,88
2013,4102,1,143
2013,4102,2,117
2013,4102,3,164
2013,4102,4,155
2013,4102,5,124
2013,4102,6,141
2013,4102,7,133
2013,4102,8,140
2013,4102,9,173
2013,4102,10,145
2013,4103,1,91
2013,4103,2,74
2013,4103,3,87
2013,4103,4,77
2013,4103,5,52
2013,4103,6,53
2013,4103,7,34
2013,4103,8,43
2013,4103,9,32
2013,4103,10,29
2013,4201,1,75
2013,4201,2,69
2013,4201,3,86
2013,4201,4,76
2013,4201,5,72
2013,4201,6,62
2013,4201,7,63
2013,4201,8,79
2013,4201,9,112
2013,4201,10,129
2013,4202,1,35
2013,4202,2,44
2013,4202,3,64
2013,4202,4,37
2013,4202,5,40
2013,4202,6,43
2013,4202,7,36
2013,4202,8,50
2013,4202,9,77
2013,4202,10,103
2013,4203,1,59
2013,4203,2,51
2013,4203,3,49
2013,4203,4,55
2013,4203,5,50
2013,4203,6,50
2013,4203,7,68
2013,4203,8,50
2013,4203,9,110
2013,4203,10,108
2013,4204,1,67
2013,4204,2,60
2013,4204,3,53
2013,4204,4,44
2013,4204,5,43
2013,4204,6,46
2013,4204,7,50
2013,4204,8,47
2013,4204,9,69
2013,4204,10,62
2014,0101,1,72
2014,0101,2,72
2014,0101,3,59
2014,0101,4,71
2014,0101,5,72
2014,0101,6,79
2014,0101,7,81
2014,0101,8,78
2014,0101,9,69
2014,0101,10,67
2014,0102,1,47
2014,0102,2,50
2014,0102,3,42
2014,0102,4,39
2014,0102,5,48
2014,0102,6,42
2014,0102,7,57
2014,0102,8,65
2014,0102,9,69
2014,0102,10,71
2014,0103,1,76
2014,0103,2,60
2014,0103,3,50
2014,0103,4,40
2014,0103,5,54
2014,0103,6,63
2014,0103,7,41
2014,0103,8,74
2014,0103,9,77
2014,0103,10,95
2014,0104,1,40
2014,0104,2,46
2014,0104,3,48
2014,0104,4,52
2014,0104,5,50
2014,0104,6,53
2014,0104,7,51
2014,0104,8,56
2014,0104,9,52
2014,0104,10,37
2014,0201,1,53
2014,0201,2,59
2014,0201,3,24
2014,0201,4,33
2014,0201,5,23
2014,0201,6,41
2014,0201,7,45
2014,0201,8,55
2014,0201,9,61
2014,0201,10,94
2014,0202,1,112
2014,0202,2,96
2014,0202,3,67
2014,0202,4,59
2014,0202,5,57
2014,0202,6,62
2014,0202,7,64
2014,0202,8,68
2014,0202,9,94
2014,0202,10,85
2014,0203,1,72
2014,0203,2,76
2014,0203,3,51
2014,0203,4,47
2014,0203,5,55
2014,0203,6,67
2014,0203,7,77
2014,0203,8,90
2014,0203,9,109
2014,0203,10,120
2014,0204,1,68
2014,0204,2,73
2014,0204,3,53
2014,0204,4,55
2014,0204,5,54
2014,0204,6,59
2014,0204,7,72
2014,0204,8,83
2014,0204,9,93
2014,0204,10,97
2014,0205,1,72
2014,0205,2,51
2014,0205,3,54
2014,0205,4,43
2014,0205,5,47
2014,0205,6,62
2014,0205,7,72
2014,0205,8,88
2014,0205,9,82
2014,0205,10,68
2014,0206,1,60
2014,0206,2,67
2014,0206,3,54
2014,0206,4,70
2014,0206,5,82
2014,0206,6,93
2014,0206,7,75
2014,0206,8,101
2014,0206,9,111
2014,0206,10,136
2014,0207,1,45
2014,0207,2,43
2014,0207,3,40
2014,0207,4,51
2014,0207,5,37
2014,0207,6,45
2014,0207,7,42
2014,0207,8,50
2014,0207,9,62
2014,0207,10,44
2014,0208,1,54
2014,0208,2,60
2014,0208,3,48
2014,0208,4,59
2014,0208,5,55
2014,0208,6,73
2014,0208,7,73
2014,0208,8,108
2014,0208,9,94
2014,0208,10,79
2014,0301,1,98
2014,0301,2,119
2014,0301,3,95
2014,0301,4,83
2014,0301,5,89
2014,0301,6,96
2014,0301,7,110
2014,0301,8,111
2014,0301,9,133
2014,0301,10,132
2014,0302,1,113
2014,0302,2,143
2014,0302,3,115
2014,0302,4,143
2014,0302,5,93
2014,0302,6,108
2014,0302,7,127
2014,0302,8,132
2014,0302,9,127
2014,0302,10,83
2014,0303,1,70
2014,0303,2,92
2014,0303,3,61
2014,0303,4,76
2014,0303,5,56
2014,0303,6,57
2014,0303,7,76
2014,0303,8,77
2014,0303,9,66
2014,0303,10,82
2014,0304,1,93
2014,0304,2,107
2014,0304,3,104
2014,0304,4,116
2014,0304,5,111
2014,0304,6,105
2014,0304,7,111
2014,0304,8,98
2014,0304,9,83
2014,0304,10,88
2014,0401,1,125
2014,0401,2,99
2014,0401,3,80
2014,0401,4,96
2014,0401,5,93
2014,0401,6,99
2014,0401,7,114
2014,0401,8,136
2014,0401,9,143
2014,0401,10,139
2014,0402,1,125
2014,0402,2,101
2014,0402,3,99
2014,0402,4,97
2014,0402,5,99
2014,0402,6,103
2014,0402,7,140
2014,0402,8,144
2014,0402,9,135
2014,0402,10,138
2014,0403,1,63
2014,0403,2,68
2014,0403,3,59
2014,0403,4,62
2014,0403,5,65
2014,0403,6,75
2014,0403,7,68
2014,0403,8,68
2014,0403,9,68
2014,0403,10,36
2014,0404,1,103
2014,0404,2,105
2014,0404,3,78
2014,0404,4,106
2014,0404,5,98
2014,0404,6,102
2014,0404,7,132
2014,0404,8,107
2014,0404,9,155
2014,0404,10,113
2014,0405,1,80
2014,0405,2,84
2014,0405,3,89
2014,0405,4,87
2014,0405,5,108
2014,0405,6,101
2014,0405,7,100
2014,0405,8,111
2014,0405,9,102
2014,0405,10,65
2014,0501,1,68
2014,0501,2,88
2014,0501,3,91
2014,0501,4,107
2014,0501,5,73
2014,0501,6,73
2014,0501,7,71
2014,0501,8,75
2014,0501,9,53
2014,0501,10,61
2014,0502,1,75
2014,0502,2,71
2014,0502,3,61
2014,0502,4,53
2014,0502,5,57
2014,0502,6,62
2014,0502,7,96
2014,0502,8,92
2014,0502,9,75
2014,0502,10,82
2014,0503,1,55
2014,0503,2,63
2014,0503,3,49
2014,0503,4,43
2014,0503,5,45
2014,0503,6,71
2014,0503,7,79
2014,0503,8,78
