ar,smasvaedi,tekjutiund,fjoldi
2021,0606,10,56
2021,0701,1,103
2021,0701,2,98
2021,0701,3,109
2021,0701,4,89
2021,0701,5,83
2021,0701,6,91
2021,0701,7,117
2021,0701,8,90
2021,0701,9,125
2021,0701,10,146
2021,0702,1,56
2021,0702,2,47
2021,0702,3,27
2021,0702,4,33
2021,0702,5,44
2021,0702,6,50
2021,0702,7,62
2021,0702,8,75
2021,0702,9,67
2021,0702,10,140
2021,0703,1,83
2021,0703,2,68
2021,0703,3,60
2021,0703,4,71
2021,0703,5,69
2021,0703,6,75
2021,0703,7,86
2021,0703,8,74
2021,0703,9,105
2021,0703,10,92
2021,0704,1,94
2021,0704,2,83
2021,0704,3,87
2021,0704,4,99
2021,0704,5,97
2021,0704,6,83
2021,0704,7,115
2021,0704,8,104
2021,0704,9,128
2021,0704,10,145
2021,0705,1,79
2021,0705,2,71
2021,0705,3,80
2021,0705,4,68
2021,0705,5,72
2021,0705,6,81
2021,0705,7,76
2021,0705,8,109
2021,0705,9,117
2021,0705,10,208
2021,0706,1,130
2021,0706,2,115
2021,0706,3,123
2021,0706,4,111
2021,0706,5,128
2021,0706,6,134
2021,0706,7,152
2021,0706,8,150
2021,0706,9,166
2021,0706,10,149
2021,0707,1,51
2021,0707,2,74
2021,0707,3,61
2021,0707,4,63
2021,0707,5,47
2021,0707,6,73
2021,0707,7,71
2021,0707,8,59
2021,0707,9,51
2021,0707,10,53
2021,0708,1,91
2021,0708,2,87
2021,0708,3,81
2021,0708,4,74
2021,0708,5,87
2021,0708,6,105
2021,0708,7,99
2021,0708,8,111
2021,0708,9,106
2021,0708,10,85
2021,0801,1,60
2021,0801,2,77
2021,0801,3,78
2021,0801,4,120
2021,0801,5,116
2021,0801,6,103
2021,0801,7,98
2021,0801,8,56
2021,0801,9,46
2021,0801,10,25
2021,0802,1,57
2021,0802,2,71
2021,0802,3,68
2021,0802,4,55
2021,0802,5,68
2021,0802,6,70
2021,0802,7,62
2021,0802,8,49
2021,0802,9,61
2021,0802,10,43
2021,0803,1,84
2021,0803,2,116
2021,0803,3,110
2021,0803,4,162
2021,0803,5,160
2021,0803,6,115
2021,0803,7,83
2021,0803,8,82
2021,0803,9,59
2021,0803,10,24
2021,0804,1,106
2021,0804,2,150
2021,0804,3,158
2021,0804,4,150
2021,0804,5,161
2021,0804,6,173
2021,0804,7,125
2021,0804,8,122
2021,0804,9,89
2021,0804,10,61
2021,0805,1,73
2021,0805,2,83
2021,0805,3,69
2021,0805,4,98
2021,0805,5,76
2021,0805,6,95
2021,0805,7,75
2021,0805,8,71
2021,0805,9,57
2021,0805,10,27
2021,0806,1,85
2021,0806,2,97
2021,0806,3,92
2021,0806,4,127
2021,0806,5,129
2021,0806,6,90
2021,0806,7,95
2021,0806,8,91
2021,0806,9,59
2021,0806,10,39
2021,0807,1,70
2021,0807,2,64
2021,0807,3,79
2021,0807,4,87
2021,0807,5,111
2021,0807,6,94
2021,0807,7,90
2021,0807,8,77
2021,0807,9,51
2021,0807,10,42
2021,0901,1,109
2021,0901,2,107
2021,0901,3,87
2021,0901,4,111
2021,0901,5,115
2021,0901,6,118
2021,0901,7,113
2021,0901,8,116
2021,0901,9,119
2021,0901,10,111
2021,0902,1,77
2021,0902,2,75
2021,0902,3,69
2021,0902,4,61
2021,0902,5,68
2021,0902,6,67
2021,0902,7,61
2021,0902,8,60
2021,0902,9,81
2021,0902,10,95
2021,0903,1,80
2021,0903,2,78
2021,0903,3,61
2021,0903,4,103
2021,0903,5,86
2021,0903,6,101
2021,0903,7,89
2021,0903,8,85
2021,0903,9,66
2021,0903,10,38
2021,0904,1,80
2021,0904,2,79
2021,0904,3,65
2021,0904,4,71
2021,0904,5,68
2021,0904,6,60
2021,0904,7,72
2021,0904,8,86
2021,0904,9,111
2021,0904,10,98
2021,0905,1,62
2021,0905,2,55
2021,0905,3,55
2021,0905,4,61
2021,0905,5,70
2021,0905,6,67
2021,0905,7,60
2021,0905,8,48
2021,0905,9,47
2021,0905,10,49
2021,1001,1,65
2021,1001,2,40
2021,1001,3,59
2021,1001,4,56
2021,1001,5,60
2021,1001,6,49
2021,1001,7,44
2021,1001,8,68
2021,1001,9,70
2021,1001,10,71
2021,1002,1,76
2021,1002,2,81
2021,1002,3,50
2021,1002,4,85
2021,1002,5,90
2021,1002,6,99
2021,1002,7,107
2021,1002,8,135
2021,1002,9,119
2021,1002,10,83
2021,1003,1,117
2021,1003,2,115
2021,1003,3,99
2021,1003,4,90
2021,1003,5,115
2021,1003,6,116
2021,1003,7,137
2021,1003,8,143
2021,1003,9,142
2021,1003,10,143
2021,1004,1,89
2021,1004,2,136
2021,1004,3,106
2021,1004,4,141
2021,1004,5,118
2021,1004,6,115
2021,1004,7,108
2021,1004,8,117
2021,1004,9,94
2021,1004,10,90
2021,1005,1,84
2021,1005,2,72
2021,1005,3,67
2021,1005,4,59
2021,1005,5,67
2021,1005,6,61
2021,1005,7,54
2021,1005,8,75
2021,1005,9,103
2021,1005,10,120
2021,1006,1,85
2021,1006,2,88
2021,1006,3,89
2021,1006,4,110
2021,1006,5,107
2021,1006,6,108
2021,1006,7,98
2021,1006,8,90
2021,1006,9,85
2021,1006,10,64
2021,1101,1,59
2021,1101,2,60
2021,1101,3,79
2021,1101,4,70
2021,1101,5,82
2021,1101,6,67
2021,1101,7,73
2021,1101,8,83
2021,1101,9,76
2021,1101,10,57
2021,1102,1,113
2021,1102,2,97
2021,1102,3,112
2021,1102,4,103
2021,1102,5,128
2021,1102,6,112
2021,1102,7,149
2021,1102,8,158
2021,1102,9,152
2021,1102,10,155
2021,1103,1,101
2021,1103,2,86
2021,1103,3,88
2021,1103,4,99
2021,1103,5,111
2021,1103,6,129
2021,1103,7,118
2021,1103,8,125
2021,1103,9,145
2021,1103,10,146
2021,1104,1,83
2021,1104,2,74
2021,1104,3,76
2021,1104,4,71
2021,1104,5,103
2021,1104,6,86
2021,1104,7,101
2021,1104,8,81
2021,1104,9,129
2021,1104,10,113
2021,1201,1,61
2021,1201,2,64
2021,1201,3,58
2021,1201,4,62
2021,1201,5,80
2021,1201,6,74
2021,1201,7,80
2021,1201,8,88
2021,1201,9,79
2021,1201,10,96
2021,1202,1,96
2021,1202,2,118
2021,1202,3,92
2021,1202,4,136
2021,1202,5,139
2021,1202,6,136
2021,1202,7,171
2021,1202,8,147
2021,1202,9,145
2021,1202,10,82
2021,1203,1,79
2021,1203,2,57
2021,1203,3,74
2021,1203,4,103
2021,1203,5,94
2021,1203,6,106
2021,1203,7,93
2021,1203,8,86
2021,1203,9,75
2021,1203,10,61
2021,1204,1,75
2021,1204,2,93
2021,1204,3,74
2021,1204,4,83
2021,1204,5,116
2021,1204,6,122
2021,1204,7,117
2021,1204,8,126
2021,1204,9,90
2021,1204,10,59
2021,1205,1,52
2021,1205,2,62
2021,1205,3,50
2021,1205,4,59
2021,1205,5,48
2021,1205,6,52
2021,1205,7,87
2021,1205,8,51
2021,1205,9,71
2021,1205,10,88
2021,1206,1,71
2021,1206,2,62
2021,1206,3,63
2021,1206,4,63
2021,1206,5,82
2021,1206,6,91
2021,1206,7,76
2021,1206,8,77
2021,1206,9,64
2021,1206,10,86
2021,1301,1,79
2021,1301,2,71
2021,1301,3,56
2021,1301,4,67
2021,1301,5,85
2021,1301,6,69
2021,1301,7,82
2021,1301,8,100
2021,1301,9,93
2021,1301,10,93
2021,1302,1,73
2021,1302,2,75
2021,1302,3,93
2021,1302,4,92
2021,1302,5,106
2021,1302,6,97
2021,1302,7,120
2021,1302,8,125
2021,1302,9,109
2021,1302,10,73
2021,1303,1,82
2021,1303,2,72
2021,1303,3,79
2021,1303,4,64
2021,1303,5,69
2021,1303,6,75
2021,1303,7,89
2021,1303,8,106
2021,1303,9,97
2021,1303,10,115
2021,1304,1,95
2021,1304,2,102
2021,1304,3,92
2021,1304,4,110
2021,1304,5,126
2021,1304,6,115
2021,1304,7,107
2021,1304,8,114
2021,1304,9,115
2021,1304,10,121
2021,1305,1,41
2021,1305,2,42
2021,1305,3,75
2021,1305,4,84
2021,1305,5,64
2021,1305,6,43
2021,1305,7,34
2021,1305,8,36
2021,1305,9,35
2021,1305,10,21
2021,1401,1,83
2021,1401,2,109
2021,1401,3,121
2021,1401,4,111
2021,1401,5,108
2021,1401,6,108
2021,1401,7,91
2021,1401,8,114
2021,1401,9,111
2021,1401,10,80
2021,1402,1,74
2021,1402,2,66
2021,1402,3,59
2021,1402,4,55
2021,1402,5,53
2021,1402,6,53
2021,1402,7,74
2021,1402,8,67
2021,1402,9,79
2021,1402,10,75
2021,1403,1,53
2021,1403,2,63
2021,1403,3,56
2021,1403,4,31
2021,1403,5,73
2021,1403,6,69
2021,1403,7,69
2021,1403,8,62
2021,1403,9,63
2021,1403,10,32
2021,1404,1,44
2021,1404,2,70
2021,1404,3,75
2021,1404,4,62
2021,1404,5,84
2021,1404,6,78
2021,1404,7,78
2021,1404,8,57
2021,1404,9,55
2021,1404,10,30
2021,1501,1,84
2021,1501,2,86
2021,1501,3,88
2021,1501,4,89
2021,1501,5,110
2021,1501,6,100
2021,1501,7,99
2021,1501,8,99
2021,1501,9,93
2021,1501,10,52
2021,1502,1,91
2021,1502,2,88
2021,1502,3,98
2021,1502,4,106
2021,1502,5,106
2021,1502,6,109
2021,1502,7,109
2021,1502,8,118
2021,1502,9,94
2021,1502,10,72
2021,1503,1,109
2021,1503,2,113
2021,1503,3,94
2021,1503,4,105
2021,1503,5,86
2021,1503,6,88
2021,1503,7,121
2021,1503,8,128
2021,1503,9,116
2021,1503,10,96
2021,1504,1,83
2021,1504,2,85
2021,1504,3,100
2021,1504,4,94
2021,1504,5,81
2021,1504,6,81
2021,1504,7,109
2021,1504,8,96
2021,1504,9,88
2021,1504,10,70
2021,1601,1,70
2021,1601,2,46
2021,1601,3,51
2021,1601,4,48
2021,1601,5,55
2021,1601,6,73
2021,1601,7,63
2021,1601,8,73
2021,1601,9,87
2021,1601,10,93
2021,1602,1,82
2021,1602,2,96
2021,1602,3,94
2021,1602,4,84
2021,1602,5,86
2021,1602,6,94
2021,1602,7,111
2021,1602,8,106
2021,1602,9,151
2021,1602,10,141
2021,1603,1,119
2021,1603,2,112
2021,1603,3,132
2021,1603,4,99
2021,1603,5,113
2021,1603,6,112
2021,1603,7,139
2021,1603,8,146
2021,1603,9,178
2021,1603,10,206
2021,1701,1,63
2021,1701,2,64
2021,1701,3,57
2021,1701,4,61
2021,1701,5,91
2021,1701,6,85
2021,1701,7,72
2021,1701,8,100
2021,1701,9,75
2021,1701,10,83
2021,1702,1,63
2021,1702,2,60
2021,1702,3,60
2021,1702,4,40
2021,1702,5,44
2021,1702,6,51
2021,1702,7,56
2021,1702,8,68
2021,1702,9,53
2021,1702,10,69
2021,1703,1,58
2021,1703,2,57
2021,1703,3,64
2021,1703,4,60
2021,1703,5,49
2021,1703,6,60
2021,1703,7,58
2021,1703,8,72
2021,1703,9,46
2021,1703,10,46
2021,1704,1,80
2021,1704,2,108
2021,1704,3,85
2021,1704,4,116
2021,1704,5,81
2021,1704,6,86
2021,1704,7,72
2021,1704,8,85
2021,1704,9,93
2021,1704,10,80
2021,1705,1,101
2021,1705,2,100
2021,1705,3,88
2021,1705,4,98
2021,1705,5,85
2021,1705,6,98
2021,1705,7,99
2021,1705,8,107
2021,1705,9,129
2021,1705,10,94
2021,1706,1,83
2021,1706,2,89
2021,1706,3,80
2021,1706,4,100
2021,1706,5,93
2021,1706,6,118
2021,1706,7,90
2021,1706,8,92
2021,1706,9,102
2021,1706,10,73
2021,1801,1,62
2021,1801,2,71
2021,1801,3,62
2021,1801,4,44
2021,1801,5,50
2021,1801,6,55
2021,1801,7,70
2021,1801,8,71
2021,1801,9,82
2021,1801,10,87
2021,1802,1,65
2021,1802,2,49
2021,1802,3,46
2021,1802,4,39
2021,1802,5,50
2021,1802,6,35
2021,1802,7,50
2021,1802,8,44
2021,1802,9,66
2021,1802,10,139
2021,1803,1,79
2021,1803,2,89
2021,1803,3,85
2021,1803,4,90
2021,1803,5,97
2021,1803,6,138
2021,1803,7,153
2021,1803,8,147
2021,1803,9,169
2021,1803,10,158
2021,1804,1,90
2021,1804,2,53
2021,1804,3,47
2021,1804,4,32
2021,1804,5,39
2021,1804,6,46
2021,1804,7,50
2021,1804,8,54
2021,1804,9,91
2021,1804,10,174
2021,1805,1,71
2021,1805,2,81
2021,1805,3,78
2021,1805,4,65
2021,1805,5,85
2021,1805,6,93
2021,1805,7,89
2021,1805,8,119
2021,1805,9,130
2021,1805,10,124
2021,1806,1,35
2021,1806,2,48
2021,1806,3,38
2021,1806,4,37
2021,1806,5,47
2021,1806,6,47
2021,1806,7,58
2021,1806,8,45
2021,1806,9,59
2021,1806,10,42
2021,1807,1,78
2021,1807,2,54
2021,1807,3,87
2021,1807,4,54
2021,1807,5,80
2021,1807,6,71
2021,1807,7,86
2021,1807,8,94
2021,1807,9,98
2021,1807,10,126
2021,1808,1,118
2021,1808,2,77
2021,1808,3,76
2021,1808,4,61
2021,1808,5,69
2021,1808,6,64
2021,1808,7,102
2021,1808,8,99
2021,1808,9,147
2021,1808,10,224
2021,1809,1,83
2021,1809,2,50
2021,1809,3,58
2021,1809,4,60
2021,1809,5,58
2021,1809,6,57
2021,1809,7,67
2021,1809,8,96
2021,1809,9,113
2021,1809,10,182
2021,1810,1,43
2021,1810,2,50
2021,1810,3,52
2021,1810,4,30
2021,1810,5,30
2021,1810,6,30
2021,1810,7,29
2021,1810,8,35
2021,1810,9,52
2021,1810,10,103
2021,1811,1,59
2021,1811,2,58
2021,1811,3,63
2021,1811,4,62
2021,1811,5,66
2021,1811,6,72
2021,1811,7,75
2021,1811,8,89
2021,1811,9,110
2021,1811,10,195
2021,1901,1,96
2021,1901,2,87
2021,1901,3,73
2021,1901,4,94
2021,1901,5,86
2021,1901,6,93
2021,1901,7,103
2021,1901,8,107
2021,1901,9,140
2021,1901,10,155
2021,1902,1,47
2021,1902,2,59
2021,1902,3,44
2021,1902,4,44
2021,1902,5,46
2021,1902,6,43
2021,1902,7,48
2021,1902,8,67
2021,1902,9,70
2021,1902,10,89
2021,1903,1,38
2021,1903,2,40
2021,1903,3,35
2021,1903,4,31
2021,1903,5,23
2021,1903,6,19
2021,1903,7,31
2021,1903,8,54
2021,1903,9,56
2021,1903,10,55
2021,1904,1,66
2021,1904,2,58
2021,1904,3,79
2021,1904,4,63
2021,1904,5,68
2021,1904,6,80
2021,1904,7,82
2021,1904,8,108
2021,1904,9,96
2021,1904,10,90
2021,2001,1,91
2021,2001,2,84
2021,2001,3,66
2021,2001,4,80
2021,2001,5,96
2021,2001,6,82
2021,2001,7,90
2021,2001,8,87
2021,2001,9,101
2021,2001,10,103
2021,2002,1,40
2021,2002,2,81
2021,2002,3,66
2021,2002,4,58
2021,2002,5,58
2021,2002,6,35
2021,2002,7,49
2021,2002,8,44
2021,2002,9,30
2021,2002,10,21
2021,2003,1,75
2021,2003,2,71
2021,2003,3,85
2021,2003,4,84
2021,2003,5,90
2021,2003,6,69
2021,2003,7,76
2021,2003,8,74
2021,2003,9,85
2021,2003,10,115
2021,2004,1,124
2021,2004,2,94
2021,2004,3,109
2021,2004,4,98
2021,2004,5,104
2021,2004,6,95
2021,2004,7,117
2021,2004,8,148
2021,2004,9,141
2021,2004,10,147
2021,2005,1,80
2021,2005,2,87
2021,2005,3,96
2021,2005,4,87
2021,2005,5,87
2021,2005,6,106
2021,2005,7,110
2021,2005,8,99
2021,2005,9,100
2021,2005,10,90
2021,2006,1,101
2021,2006,2,89
2021,2006,3,92
2021,2006,4,111
2021,2006,5,103
2021,2006,6,105
2021,2006,7,126
2021,2006,8,108
2021,2006,9,114
2021,2006,10,113
2021,2007,1,84
2021,2007,2,95
2021,2007,3,89
2021,2007,4,120
2021,2007,5,122
2021,2007,6,114
2021,2007,7,97
2021,2007,8,86
2021,2007,9,94
2021,2007,10,65
2021,2008,1,38
2021,2008,2,36
2021,2008,3,44
2021,2008,4,35
2021,2008,5,43
2021,2008,6,44
2021,2008,7,36
2021,2008,8,51
2021,2008,9,46
2021,2008,10,35
2021,2101,1,94
2021,2101,2,97
2021,2101,3,104
2021,2101,4,97
2021,2101,5,105
2021,2101,6,107
2021,2101,7,113
2021,2101,8,104
2021,2101,9,135
2021,2101,10,145
2021,2102,1,69
2021,2102,2,54
2021,2102,3,61
2021,2102,4,56
2021,2102,5,52
2021,2102,6,62
2021,2102,7,66
2021,2102,8,79
2021,2102,9,79
2021,2102,10,78
2021,2103,1,67
2021,2103,2,62
2021,2103,3,49
2021,2103,4,65
2021,2103,5,85
2021,2103,6,88
2021,2103,7,81
2021,2103,8,83
2021,2103,9,90
2021,2103,10,121
2021,2104,1,108
2021,2104,2,80
2021,2104,3,70
2021,2104,4,73
2021,2104,5,54
2021,2104,6,67
2021,2104,7,112
2021,2104,8,123
2021,2104,9,118
2021,2104,10,159
2021,2105,1,47
2021,2105,2,38
2021,2105,3,46
2021,2105,4,51
2021,2105,5,46
2021,2105,6,61
2021,2105,7,57
2021,2105,8,54
2021,2105,9,63
2021,2105,10,36
2021,2106,1,77
2021,2106,2,87
2021,2106,3,62
2021,2106,4,68
2021,2106,5,68
2021,2106,6,84
2021,2106,7,98
2021,2106,8,100
2021,2106,9,116
2021,2106,10,131
2021,2201,1,92
2021,2201,2,73
2021,2201,3,70
2021,2201,4,67
2021,2201,5,89
2021,2201,6,92
2021,2201,7,95
2021,2201,8,112
2021,2201,9,121
2021,2201,10,138
2021,2202,1,71
2021,2202,2,65
2021,2202,3,70
2021,2202,4,54
2021,2202,5,61
2021,2202,6,74
2021,2202,7,69
2021,2202,8,104
2021,2202,9,117
2021,2202,10,146
2021,2203,1,81
2021,2203,2,74
2021,2203,3,64
2021,2203,4,68
2021,2203,5,81
2021,2203,6,69
2021,2203,7,96
2021,2203,8,114
2021,2203,9,113
2021,2203,10,114
2021,2204,1,71
2021,2204,2,57
2021,2204,3,58
2021,2204,4,68
2021,2204,5,59
2021,2204,6,67
2021,2204,7,68
2021,2204,8,77
2021,2204,9,87
2021,2204,10,117
2021,2205,1,60
2021,2205,2,56
2021,2205,3,66
2021,2205,4,65
2021,2205,5,73
2021,2205,6,73
2021,2205,7,80
2021,2205,8,86
2021,2205,9,96
2021,2205,10,81
2021,2301,1,76
2021,2301,2,68
2021,2301,3,67
2021,2301,4,64
2021,2301,5,60
2021,2301,6,54
2021,2301,7,82
2021,2301,8,82
2021,2301,9,118
2021,2301,10,164
2021,2302,1,49
2021,2302,2,42
2021,2302,3,49
2021,2302,4,27
2021,2302,5,33
2021,2302,6,37
2021,2302,7,52
2021,2302,8,40
2021,2302,9,73
2021,2302,10,133
2021,2303,1,79
2021,2303,2,74
2021,2303,3,78
2021,2303,4,64
2021,2303,5,63
2021,2303,6,57
2021,2303,7,77
2021,2303,8,89
2021,2303,9,99
2021,2303,10,135
2021,2401,1,115
2021,2401,2,112
2021,2401,3,117
2021,2401,4,93
2021,2401,5,91
2021,2401,6,80
2021,2401,7,90
2021,2401,8,86
2021,2401,9,127
2021,2401,10,128
2021,2402,1,98
2021,2402,2,72
2021,2402,3,88
2021,2402,4,75
2021,2402,5,69
2021,2402,6,103
2021,2402,7,114
2021,2402,8,110
2021,2402,9,135
2021,2402,10,136
2021,2403,1,125
2021,2403,2,93
2021,2403,3,92
2021,2403,4,100
2021,2403,5,118
2021,2403,6,102
2021,2403,7,115
2021,2403,8,110
2021,2403,9,113
2021,2403,10,101
2021,2404,1,111
2021,2404,2,90
2021,2404,3,115
2021,2404,4,92
2021,2404,5,113
2021,2404,6,129
2021,2404,7,117
2021,2404,8,145
2021,2404,9,126
2021,2404,10,113
2021,2405,1,68
2021,2405,2,82
2021,2405,3,85
2021,2405,4,79
2021,2405,5,77
2021,2405,6,99
2021,2405,7,103
2021,2405,8,62
2021,2405,9,83
2021,2405,10,59
2021,2406,1,67
2021,2406,2,59
2021,2406,3,69
2021,2406,4,51
2021,2406,5,43
2021,2406,6,66
2021,2406,7,69
2021,2406,8,67
2021,2406,9,73
2021,2406,10,54
2021,2407,1,56
2021,2407,2,54
2021,2407,3,56
2021,2407,4,66
2021,2407,5,73
2021,2407,6,67
2021,2407,7,80
2021,2407,8,79
2021,2407,9,100
2021,2407,10,73
2021,2501,1,123
2021,2501,2,137
2021,2501,3,174
2021,2501,4,168
2021,2501,5,109
2021,2501,6,101
2021,2501,7,93
2021,2501,8,91
2021,2501,9,68
2021,2501,10,85
2021,2502,1,72
2021,2502,2,77
2021,2502,3,74
2021,2502,4,62
2021,2502,5,57
2021,2502,6,30
2021,2502,7,32
2021,2502,8,20
2021,2502,9,31
2021,2502,10,18
2021,2503,1,109
2021,2503,2,104
2021,2503,3,116
2021,2503,4,143
2021,2503,5,92
2021,2503,6,81
2021,2503,7,55
2021,2503,8,54
2021,2503,9,42
2021,2503,10,39
2021,2504,1,133
2021,2504,2,129
2021,2504,3,130
2021,2504,4,113
2021,2504,5,92
2021,2504,6,104
2021,2504,7,83
2021,2504,8,68
2021,2504,9,61
2021,2504,10,36
2021,2601,1,142
2021,2601,2,143
2021,2601,3,111
2021,2601,4,111
2021,2601,5,86
2021,2601,6,93
2021,2601,7,82
2021,2601,8,65
2021,2601,9,65
2021,2601,10,100
2021,2602,1,145
2021,2602,2,136
2021,2602,3,144
2021,2602,4,140
2021,2602,5,132
2021,2602,6,100
2021,2602,7,86
2021,2602,8,97
2021,2602,9,88
2021,2602,10,110
2021,2701,1,75
2021,2701,2,74
2021,2701,3,72
2021,2701,4,77
2021,2701,5,75
2021,2701,6,58
2021,2701,7,61
2021,2701,8,63
2021,2701,9,54
2021,2701,10,36
2021,2702,1,102
2021,2702,2,108
2021,2702,3,99
2021,2702,4,94
2021,2702,5,91
2021,2702,6,119
2021,2702,7,88
2021,2702,8,99
2021,2702,9,96
2021,2702,10,57
2021,2703,1,139
2021,2703,2,126
2021,2703,3,120
2021,2703,4,113
2021,2703,5,138
2021,2703,6,132
2021,2703,7,138
2021,2703,8,130
2021,2703,9,105
2021,2703,10,91
2021,2704,1,89
2021,2704,2,88
2021,2704,3,76
2021,2704,4,100
2021,2704,5,91
2021,2704,6,91
2021,2704,7,85
2021,2704,8,84
2021,2704,9,67
2021,2704,10,65
2021,2705,1,119
2021,2705,2,174
2021,2705,3,129
2021,2705,4,121
2021,2705,5,138
2021,2705,6,115
2021,2705,7,114
2021,2705,8,85
2021,2705,9,78
2021,2705,10,55
2021,2801,1,119
2021,2801,2,165
2021,2801,3,168
2021,2801,4,119
2021,2801,5,78
2021,2801,6,92
2021,2801,7,69
2021,2801,8,60
2021,2801,9,48
2021,2801,10,60
2021,2802,1,98
2021,2802,2,111
2021,2802,3,109
2021,2802,4,88
2021,2802,5,70
2021,2802,6,71
2021,2802,7,57
2021,2802,8,39
2021,2802,9,40
2021,2802,10,26
2021,2803,1,128
2021,2803,2,123
2021,2803,3,165
2021,2803,4,148
2021,2803,5,118
2021,2803,6,130
2021,2803,7,134
2021,2803,8,106
2021,2803,9,81
2021,2803,10,75
2021,2804,1,128
2021,2804,2,98
2021,2804,3,168
2021,2804,4,143
2021,2804,5,125
2021,2804,6,137
2021,2804,7,95
2021,2804,8,99
2021,2804,9,73
2021,2804,10,61
2021,2901,1,112
2021,2901,2,100
2021,2901,3,122
2021,2901,4,93
2021,2901,5,115
2021,2901,6,101
2021,2901,7,112
2021,2901,8,119
2021,2901,9,135
2021,2901,10,113
2021,2902,1,43
2021,2902,2,50
2021,2902,3,56
2021,2902,4,82
2021,2902,5,81
2021,2902,6,77
2021,2902,7,51
2021,2902,8,45
2021,2902,9,44
2021,2902,10,43
2021,2903,1,70
2021,2903,2,93
2021,2903,3,107
2021,2903,4,90
2021,2903,5,96
2021,2903,6,83
2021,2903,7,66
2021,2903,8,62
2021,2903,9,40
2021,2903,10,40
2021,2904,1,109
2021,2904,2,110
2021,2904,3,126
2021,2904,4,163
2021,2904,5,114
2021,2904,6,159
2021,2904,7,142
2021,2904,8,118
2021,2904,9,118
2021,2904,10,93
2021,3001,1,55
2021,3001,2,51
2021,3001,3,55
2021,3001,4,66
2021,3001,5,68
2021,3001,6,55
2021,3001,7,47
2021,3001,8,24
2021,3001,9,23
2021,3001,10,16
2021,3002,1,61
2021,3002,2,76
2021,3002,3,69
2021,3002,4,72
2021,3002,5,81
2021,3002,6,60
2021,3002,7,49
2021,3002,8,23
2021,3002,9,22
2021,3002,10,10
2021,3003,1,68
2021,3003,2,64
2021,3003,3,102
2021,3003,4,99
2021,3003,5,90
2021,3003,6,89
2021,3003,7,70
2021,3003,8,77
2021,3003,9,68
2021,3003,10,65
2021,3004,1,87
2021,3004,2,113
2021,3004,3,126
2021,3004,4,121
2021,3004,5,135
2021,3004,6,120
2021,3004,7,128
2021,3004,8,118
2021,3004,9,106
2021,3004,10,77
2021,3005,1,48
2021,3005,2,46
2021,3005,3,77
2021,3005,4,71
2021,3005,5,74
2021,3005,6,53
2021,3005,7,63
2021,3005,8,59
2021,3005,9,61
2021,3005,10,42
2021,3006,1,30
2021,3006,2,47
2021,3006,3,72
2021,3006,4,49
2021,3006,5,55
2021,3006,6,77
2021,3006,7,66
2021,3006,8,54
2021,3006,9,55
2021,3006,10,40
2021,3101,1,97
2021,3101,2,95
2021,3101,3,132
2021,3101,4,114
2021,3101,5,98
2021,3101,6,109
2021,3101,7,83
2021,3101,8,69
2021,3101,9,73
2021,3101,10,114
2021,3102,1,41
2021,3102,2,57
2021,3102,3,129
2021,3102,4,74
2021,3102,5,52
2021,3102,6,63
2021,3102,7,45
2021,3102,8,47
2021,3102,9,44
2021,3102,10,54
2021,3103,1,69
2021,3103,2,71
2021,3103,3,88
2021,3103,4,94
2021,3103,5,88
2021,3103,6,104
2021,3103,7,93
2021,3103,8,65
2021,3103,9,56
2021,3103,10,49
2021,3104,1,69
2021,3104,2,96
2021,3104,3,84
2021,3104,4,82
2021,3104,5,89
2021,3104,6,89
2021,3104,7,68
2021,3104,8,65
2021,3104,9,53
2021,3104,10,42
2021,3105,1,66
2021,3105,2,66
2021,3105,3,80
2021,3105,4,82
2021,3105,5,84
2021,3105,6,58
2021,3105,7,60
2021,3105,8,56
2021,3105,9,46
2021,3105,10,32
2021,3201,1,36
2021,3201,2,55
2021,3201,3,83
2021,3201,4,57
2021,3201,5,59
2021,3201,6,56
2021,3201,7,44
2021,3201,8,50
2021,3201,9,36
2021,3201,10,26
2021,3202,1,64
2021,3202,2,71
2021,3202,3,70
2021,3202,4,75
2021,3202,5,94
2021,3202,6,92
2021,3202,7,97
2021,3202,8,105
2021,3202,9,64
2021,3202,10,65
2021,3203,1,63
2021,3203,2,57
2021,3203,3,79
2021,3203,4,67
2021,3203,5,68
2021,3203,6,80
2021,3203,7,61
2021,3203,8,91
2021,3203,9,57
2021,3203,10,45
2021,3204,1,94
2021,3204,2,95
2021,3204,3,92
2021,3204,4,109
2021,3204,5,112
2021,3204,6,113
2021,3204,7,110
2021,3204,8,133
2021,3204,9,126
2021,3204,10,126
2021,3205,1,59
2021,3205,2,43
2021,3205,3,52
2021,3205,4,49
2021,3205,5,48
2021,3205,6,45
2021,3205,7,66
2021,3205,8,83
2021,3205,9,64
2021,3205,10,67
2021,3301,1,88
2021,3301,2,88
2021,3301,3,88
2021,3301,4,70
2021,3301,5,65
2021,3301,6,57
2021,3301,7,67
2021,3301,8,73
2021,3301,9,61
2021,3301,10,38
2021,3302,1,114
2021,3302,2,134
2021,3302,3,133
2021,3302,4,115
2021,3302,5,102
2021,3302,6,105
2021,3302,7,87
2021,3302,8,90
2021,3302,9,69
2021,3302,10,46
2021,3303,1,98
2021,3303,2,95
2021,3303,3,78
2021,3303,4,76
2021,3303,5,55
2021,3303,6,59
