ar,smasvaedi,kyn,aldursflokkur,fjoldi
2021,1702,1,80-84 ára,33
2011,0205,1,80-84 ára,6
2014,1802,2,80-84 ára,13
2010,2401,2,80-84 ára,5
2012,1302,2,80-84 ára,5
2011,2703,1,80-84 ára,13
2022,2403,1,80-84 ára,27
2022,1003,2,80-84 ára,11
2011,0604,1,80-84 ára,13
2013,1804,2,80-84 ára,11
2019,3804,2,80-84 ára,30
2023,0204,2,80-84 ára,13
2011,3904,1,80-84 ára,14
2018,2302,2,80-84 ára,26
2012,2403,2,80-84 ára,15
2018,0503,1,80-84 ára,17
2023,3303,2,80-84 ára,17
2024,3601,1,80-84 ára,30
2015,1806,2,80-84 ára,19
2013,4101,2,80-84 ára,25
2010,1502,1,80-84 ára,11
2020,1202,2,80-84 ára,6
2023,4201,2,80-84 ára,10
2023,3301,2,80-84 ára,4
2019,2202,2,80-84 ára,1
2019,4204,1,80-84 ára,14
2015,1502,1,80-84 ára,19
2014,1503,1,80-84 ára,13
2014,0802,2,80-84 ára,21
2024,1603,2,80-84 ára,16
2021,3203,2,80-84 ára,22
2008,2901,1,80-84 ára,11
2021,0704,1,80-84 ára,8
2009,2803,2,80-84 ára,22
2015,3802,2,80-84 ára,5
2023,2501,1,80-84 ára,16
2018,0601,2,80-84 ára,28
2016,3101,1,80-84 ára,11
2016,1901,1,80-84 ára,24
2023,1401,2,80-84 ára,8
2019,3903,2,80-84 ára,12
2018,1603,2,80-84 ára,8
2020,0904,1,80-84 ára,8
2017,0807,1,80-84 ára,19
2022,0602,2,80-84 ára,17
2013,3202,1,80-84 ára,21
2017,3802,2,80-84 ára,5
2014,3402,2,80-84 ára,19
2017,0805,2,80-84 ára,16
2009,0803,2,80-84 ára,11
2021,1203,1,80-84 ára,19
2016,1003,1,80-84 ára,9
2024,1802,1,80-84 ára,14
2021,0702,1,80-84 ára,14
2012,2005,2,80-84 ára,11
2019,0205,1,80-84 ára,3
2013,3101,1,80-84 ára,12
2022,0807,2,80-84 ára,15
2018,2904,2,80-84 ára,19
2008,2901,2,80-84 ára,9
2009,1005,1,80-84 ára,4
2018,1001,1,80-84 ára,5
2015,0401,2,80-84 ára,16
2010,3403,2,80-84 ára,31
2010,1206,2,80-84 ára,3
2020,1403,1,80-84 ára,2
2016,0708,1,80-84 ára,19
2010,4204,2,80-84 ára,11
2015,2303,2,80-84 ára,23
2021,3006,1,80-84 ára,20
2014,1601,1,80-84 ára,2
2022,2503,1,80-84 ára,27
2021,2101,1,80-84 ára,25
2020,0706,1,80-84 ára,7
2011,4203,1,80-84 ára,10
2015,1203,1,80-84 ára,15
2019,0102,2,80-84 ára,21
2008,0101,2,80-84 ára,13
2019,0402,2,80-84 ára,17
2023,0405,2,80-84 ára,19
2023,1901,1,80-84 ára,16
2016,3802,1,80-84 ára,3
2020,3304,1,80-84 ára,14
2022,0401,1,80-84 ára,9
2008,2904,1,80-84 ára,8
2020,3201,1,80-84 ára,4
2008,0301,2,80-84 ára,21
2008,1902,1,80-84 ára,10
2018,3503,1,80-84 ára,20
2024,3304,1,80-84 ára,17
2022,0901,2,80-84 ára,15
2015,1503,1,80-84 ára,10
2009,2006,2,80-84 ára,12
2017,2701,1,80-84 ára,6
2009,0801,2,80-84 ára,14
2019,3602,1,80-84 ára,20
2021,0501,2,80-84 ára,54
2022,2104,2,80-84 ára,8
2009,0605,2,80-84 ára,93
2012,0606,2,80-84 ára,17
2016,2004,2,80-84 ára,15
2010,2701,1,80-84 ára,15
2020,0208,1,80-84 ára,10
2008,2104,2,80-84 ára,4
2016,4102,2,80-84 ára,21
2014,2402,1,80-84 ára,4
2010,2705,2,80-84 ára,17
2010,1205,1,80-84 ára,8
2014,1603,2,80-84 ára,5
2016,1805,2,80-84 ára,57
2018,0101,2,80-84 ára,8
2021,2501,1,80-84 ára,18
2023,1806,2,80-84 ára,26
2014,2503,2,80-84 ára,23
2017,3503,2,80-84 ára,19
2023,4202,1,80-84 ára,7
2008,3901,1,80-84 ára,11
2018,1902,1,80-84 ára,6
2018,3401,1,80-84 ára,23
2024,0501,1,80-84 ára,41
2009,2106,2,80-84 ára,6
2014,2008,2,80-84 ára,2
2019,3203,1,80-84 ára,20
2008,4003,2,80-84 ára,15
2019,1205,1,80-84 ára,11
2012,3004,2,80-84 ára,2
2008,0707,1,80-84 ára,17
2018,2901,2,80-84 ára,7
2023,0501,2,80-84 ára,63
2012,1703,2,80-84 ára,11
2021,2006,1,80-84 ára,9
2013,1901,2,80-84 ára,21
2014,0904,1,80-84 ára,5
2020,2404,1,80-84 ára,14
2009,3503,1,80-84 ára,20
2018,0405,1,80-84 ára,7
2016,3205,2,80-84 ára,5
2013,2002,2,80-84 ára,35
2011,1802,2,80-84 ára,12
2023,0404,1,80-84 ára,26
2021,0706,2,80-84 ára,7
2021,1602,2,80-84 ára,11
2011,3802,2,80-84 ára,1
2015,1603,2,80-84 ára,3
2019,3504,1,80-84 ára,30
2011,1809,2,80-84 ára,5
2008,3303,1,80-84 ára,20
2024,2301,2,80-84 ára,14
2009,0206,1,80-84 ára,8
2015,1808,1,80-84 ára,25
2019,1701,1,80-84 ára,25
2009,1706,1,80-84 ára,9
2008,3203,2,80-84 ára,13
2011,2802,2,80-84 ára,6
2016,0604,2,80-84 ára,12
2016,2801,1,80-84 ára,22
2013,2102,2,80-84 ára,7
2008,0301,1,80-84 ára,9
2015,0304,2,80-84 ára,56
2021,1305,2,80-84 ára,2
2017,0606,2,80-84 ára,16
2014,4202,1,80-84 ára,6
2017,0208,1,80-84 ára,8
2009,0402,2,80-84 ára,36
2022,0201,2,80-84 ára,13
2023,0606,1,80-84 ára,16
2023,1703,2,80-84 ára,5
2014,1103,1,80-84 ára,13
2008,3205,2,80-84 ára,2
2020,3303,2,80-84 ára,24
2023,1603,1,80-84 ára,11
2019,1202,1,80-84 ára,5
2010,1303,1,80-84 ára,7
2018,2007,2,80-84 ára,14
2022,3201,1,80-84 ára,2
2020,2705,2,80-84 ára,10
2022,2504,2,80-84 ára,21
2023,4001,2,80-84 ára,15
2014,1802,1,80-84 ára,7
2008,1504,2,80-84 ára,16
2017,0605,2,80-84 ára,50
2020,3203,2,80-84 ára,27
2017,0103,1,80-84 ára,8
2022,2804,2,80-84 ára,21
2019,2105,2,80-84 ára,37
2023,2704,2,80-84 ára,7
2012,0701,2,80-84 ára,123
2010,3502,1,80-84 ára,16
2012,2104,1,80-84 ára,9
2022,2703,2,80-84 ára,11
2021,1004,1,80-84 ára,11
2014,1003,2,80-84 ára,1
2023,3801,1,80-84 ára,34
2012,0806,2,80-84 ára,23
2024,1404,2,80-84 ára,10
2024,1501,1,80-84 ára,13
2008,0405,1,80-84 ára,13
2009,3902,2,80-84 ára,3
2011,4202,2,80-84 ára,11
2023,0804,1,80-84 ára,13
2009,3802,2,80-84 ára,1
2010,1103,2,80-84 ára,12
2012,3903,2,80-84 ára,12
2012,1602,2,80-84 ára,2
2023,1904,1,80-84 ára,9
2012,0706,2,80-84 ára,21
2019,3803,1,80-84 ára,9
2017,3303,2,80-84 ára,16
2018,3105,2,80-84 ára,6
2019,3102,2,80-84 ára,10
2014,2401,2,80-84 ára,4
2019,0102,1,80-84 ára,5
2014,3303,2,80-84 ára,18
2012,1802,1,80-84 ára,11
2023,3902,2,80-84 ára,6
2009,3702,1,80-84 ára,11
2009,4204,1,80-84 ára,12
2015,3701,2,80-84 ára,32
2021,1303,1,80-84 ára,20
2009,2504,1,80-84 ára,11
2021,3201,2,80-84 ára,1
2015,1302,2,80-84 ára,9
2011,1003,1,80-84 ára,6
2021,3701,2,80-84 ára,17
2012,0904,2,80-84 ára,4
2012,2803,2,80-84 ára,30
2013,0403,1,80-84 ára,10
2014,0706,1,80-84 ára,20
2011,1805,1,80-84 ára,20
2010,3105,2,80-84 ára,1
2009,2003,1,80-84 ára,3
2012,1104,2,80-84 ára,14
2016,3502,2,80-84 ára,21
2012,0602,1,80-84 ára,19
2013,2403,2,80-84 ára,16
2011,1808,2,80-84 ára,19
2012,3203,2,80-84 ára,23
2012,3501,1,80-84 ára,15
2011,2205,2,80-84 ára,5
2022,0801,1,80-84 ára,15
2010,0802,1,80-84 ára,5
2011,1004,1,80-84 ára,11
2009,1201,1,80-84 ára,12
2009,2601,1,80-84 ára,11
2015,3003,2,80-84 ára,12
2009,2602,1,80-84 ára,20
2017,0302,1,80-84 ára,13
2008,4203,2,80-84 ára,9
2008,0403,1,80-84 ára,9
2024,3002,1,80-84 ára,2
2019,1603,2,80-84 ára,6
2015,0803,1,80-84 ára,12
2024,2106,1,80-84 ára,35
2012,1404,1,80-84 ára,3
2011,1203,2,80-84 ára,14
2017,2001,2,80-84 ára,26
2020,4203,2,80-84 ára,8
2018,1903,2,80-84 ára,31
2020,2504,1,80-84 ára,15
2009,2404,2,80-84 ára,2
2018,2001,1,80-84 ára,20
2023,2204,1,80-84 ára,13
2023,3804,2,80-84 ára,20
2008,4203,1,80-84 ára,8
2017,0604,2,80-84 ára,11
2019,2002,2,80-84 ára,17
2022,2901,2,80-84 ára,12
2009,4001,2,80-84 ára,15
2016,0302,2,80-84 ára,17
2015,1102,1,80-84 ára,13
2022,1502,2,80-84 ára,25
2024,0403,2,80-84 ára,7
2022,4203,1,80-84 ára,6
2022,2301,1,80-84 ára,12
2023,0403,1,80-84 ára,6
2024,2104,2,80-84 ára,7
2018,2205,2,80-84 ára,7
2018,2704,1,80-84 ára,11
2024,2406,1,80-84 ára,19
2013,0601,1,80-84 ára,36
2008,2503,1,80-84 ára,16
2024,1501,2,80-84 ára,14
2018,3304,1,80-84 ára,11
2019,3103,1,80-84 ára,8
2018,0207,2,80-84 ára,5
2018,1702,2,80-84 ára,65
2012,0403,1,80-84 ára,9
2008,1301,1,80-84 ára,7
2022,1102,1,80-84 ára,13
2016,0102,2,80-84 ára,28
2018,0303,1,80-84 ára,7
2022,1503,2,80-84 ára,7
2008,2008,1,80-84 ára,1
2023,0303,2,80-84 ára,17
2016,1805,1,80-84 ára,49
2017,0702,1,80-84 ára,16
2016,3006,1,80-84 ára,21
2009,3102,1,80-84 ára,5
2022,1808,1,80-84 ára,24
2015,0102,2,80-84 ára,27
2009,2502,2,80-84 ára,9
2019,2403,2,80-84 ára,29
2015,2404,2,80-84 ára,2
2009,0707,2,80-84 ára,28
2015,0801,1,80-84 ára,17
2010,1002,1,80-84 ára,2
2020,2501,1,80-84 ára,18
2014,3904,2,80-84 ára,19
2020,0403,1,80-84 ára,7
2018,1602,1,80-84 ára,11
2013,1206,1,80-84 ára,3
2017,1302,2,80-84 ára,8
2014,3205,1,80-84 ára,4
2017,1001,1,80-84 ára,4
2016,1904,2,80-84 ára,17
2017,1001,2,80-84 ára,5
2013,0103,2,80-84 ára,4
2017,1801,1,80-84 ára,14
2022,1304,1,80-84 ára,3
2023,3202,1,80-84 ára,16
2020,0103,1,80-84 ára,7
2020,0604,1,80-84 ára,3
2016,1602,1,80-84 ára,3
2016,0706,1,80-84 ára,13
2022,3103,1,80-84 ára,15
2020,1402,1,80-84 ára,1
2016,2501,1,80-84 ára,26
2016,3702,2,80-84 ára,12
2016,3401,1,80-84 ára,29
2024,3204,1,80-84 ára,23
2019,0705,1,80-84 ára,22
2023,3103,2,80-84 ára,12
2022,1809,2,80-84 ára,5
2018,1201,1,80-84 ára,12
2022,3003,1,80-84 ára,10
2017,0301,1,80-84 ára,6
2017,0104,1,80-84 ára,3
2021,2804,2,80-84 ára,17
2019,2804,2,80-84 ára,13
2022,1602,1,80-84 ára,9
2023,2303,2,80-84 ára,12
2016,1903,1,80-84 ára,16
2014,0905,2,80-84 ára,5
2015,0202,1,80-84 ára,3
2016,0904,1,80-84 ára,2
2017,0901,1,80-84 ára,14
2013,0802,2,80-84 ára,23
2017,2203,2,80-84 ára,1
2013,1704,2,80-84 ára,32
2023,1807,2,80-84 ára,8
2021,3903,1,80-84 ára,10
2015,0102,1,80-84 ára,12
2008,0604,1,80-84 ára,9
2010,3804,2,80-84 ára,48
2013,0905,2,80-84 ára,6
2013,1703,1,80-84 ára,8
2019,1006,1,80-84 ára,24
2010,3601,2,80-84 ára,31
2015,1904,2,80-84 ára,12
2015,1807,2,80-84 ára,5
2008,3901,2,80-84 ára,23
2014,1801,1,80-84 ára,19
2015,0807,1,80-84 ára,14
2012,3701,2,80-84 ára,32
2014,2703,1,80-84 ára,25
2008,1004,1,80-84 ára,12
2010,3704,2,80-84 ára,12
2012,0404,2,80-84 ára,38
2015,4203,2,80-84 ára,3
2023,1003,1,80-84 ára,18
2012,0606,1,80-84 ára,11
2012,0705,2,80-84 ára,16
2012,0905,2,80-84 ára,8
2011,0502,2,80-84 ára,13
2022,2006,2,80-84 ára,14
2013,2703,1,80-84 ára,19
2019,2202,1,80-84 ára,3
2014,4003,1,80-84 ára,24
2016,0405,2,80-84 ára,7
2020,3301,1,80-84 ára,12
2015,2503,2,80-84 ára,19
2019,2901,1,80-84 ára,12
2015,0205,2,80-84 ára,5
2017,3205,2,80-84 ára,3
2022,1601,1,80-84 ára,5
2016,0207,2,80-84 ára,12
2017,1002,1,80-84 ára,4
2013,0504,2,80-84 ára,21
2014,0206,1,80-84 ára,8
2018,3103,2,80-84 ára,8
2011,3104,1,80-84 ára,9
2019,3404,1,80-84 ára,6
2022,1206,1,80-84 ára,11
2011,1404,2,80-84 ára,1
2014,1203,1,80-84 ára,15
2014,2106,1,80-84 ára,15
2018,3402,1,80-84 ára,11
2014,2004,2,80-84 ára,20
2016,2405,1,80-84 ára,1
2014,2702,2,80-84 ára,39
2018,1702,1,80-84 ára,36
2014,0807,1,80-84 ára,12
2013,1201,1,80-84 ára,10
2017,2601,2,80-84 ára,12
2019,3704,2,80-84 ára,7
2009,0405,2,80-84 ára,15
2014,1811,1,80-84 ára,5
2015,1702,1,80-84 ára,41
2015,3804,2,80-84 ára,48
2018,2406,2,80-84 ára,11
2013,1701,1,80-84 ára,4
2020,2106,1,80-84 ára,27
2016,3202,2,80-84 ára,12
2017,1103,2,80-84 ára,24
2018,1002,1,80-84 ára,3
2017,0207,1,80-84 ára,7
2022,2008,1,80-84 ára,5
2008,1801,1,80-84 ára,6
2012,2404,2,80-84 ára,5
2014,1501,1,80-84 ára,8
2020,0807,2,80-84 ára,15
2021,3803,1,80-84 ára,11
2024,3603,1,80-84 ára,25
2012,4103,2,80-84 ára,5
2024,2205,2,80-84 ára,8
2011,0905,1,80-84 ára,2
2019,3302,2,80-84 ára,24
2010,4102,2,80-84 ára,23
2019,1811,2,80-84 ára,8
2010,1301,2,80-84 ára,5
2011,3702,2,80-84 ára,22
2024,0206,2,80-84 ára,5
2009,4003,1,80-84 ára,21
2009,3301,1,80-84 ára,10
2015,2006,1,80-84 ára,13
2021,0901,1,80-84 ára,14
2020,1602,1,80-84 ára,15
2010,3202,2,80-84 ára,12
2024,1801,2,80-84 ára,15
2008,0802,1,80-84 ára,3
2024,1803,2,80-84 ára,12
2012,1205,1,80-84 ára,10
2011,0606,1,80-84 ára,13
2022,3803,1,80-84 ára,12
2009,2204,1,80-84 ára,1
2010,1203,1,80-84 ára,1
2008,2903,2,80-84 ára,57
2008,0704,2,80-84 ára,66
2013,2901,2,80-84 ára,6
2015,0703,2,80-84 ára,20
2011,1402,1,80-84 ára,2
2011,1801,1,80-84 ára,7
2014,0304,1,80-84 ára,35
2011,3502,1,80-84 ára,17
2018,1901,2,80-84 ára,16
2021,2103,2,80-84 ára,27
2013,0903,1,80-84 ára,4
2022,3804,1,80-84 ára,11
2017,0804,1,80-84 ára,16
2017,0207,2,80-84 ára,9
2011,0806,1,80-84 ára,17
2011,2803,2,80-84 ára,29
2012,1002,2,80-84 ára,4
2023,2904,1,80-84 ára,12
2011,2502,2,80-84 ára,13
2012,0101,2,80-84 ára,7
2023,1601,1,80-84 ára,2
2018,0301,1,80-84 ára,8
2013,2601,1,80-84 ára,15
2016,2204,1,80-84 ára,7
2013,2502,1,80-84 ára,18
2016,3302,1,80-84 ára,17
2024,3904,2,80-84 ára,29
2016,1104,1,80-84 ára,12
2012,2303,2,80-84 ára,23
2012,0605,1,80-84 ára,47
2012,0205,1,80-84 ára,8
2012,2902,2,80-84 ára,7
2011,3006,2,80-84 ára,20
2012,0801,1,80-84 ára,14
2016,3404,2,80-84 ára,9
2016,1703,1,80-84 ára,7
2018,3301,2,80-84 ára,12
2010,0702,1,80-84 ára,14
2024,3602,2,80-84 ára,20
2014,2101,2,80-84 ára,47
2018,1305,1,80-84 ára,1
2013,1205,2,80-84 ára,10
2023,0703,1,80-84 ára,11
2023,3901,1,80-84 ára,17
2013,2401,2,80-84 ára,4
2020,2904,1,80-84 ára,17
2020,2702,2,80-84 ára,29
2019,0701,1,80-84 ára,66
2011,0401,2,80-84 ára,14
2021,1603,2,80-84 ára,7
2020,1807,1,80-84 ára,8
2020,2004,2,80-84 ára,13
2017,0605,1,80-84 ára,42
2020,4203,1,80-84 ára,3
2016,3901,2,80-84 ára,22
2012,1811,1,80-84 ára,4
2016,0304,1,80-84 ára,31
2022,0902,1,80-84 ára,41
2016,1401,1,80-84 ára,2
2016,2904,2,80-84 ára,21
2022,3204,2,80-84 ára,29
2021,2005,2,80-84 ára,10
2018,1204,2,80-84 ára,16
2016,0602,2,80-84 ára,30
2009,1302,2,80-84 ára,11
2020,4003,1,80-84 ára,20
2020,3003,2,80-84 ára,4
2023,0206,2,80-84 ára,6
2014,2205,1,80-84 ára,7
2023,2104,2,80-84 ára,7
2018,3303,1,80-84 ára,24
2018,1806,2,80-84 ára,21
2015,2302,1,80-84 ára,13
2022,2002,1,80-84 ára,6
2021,2301,2,80-84 ára,7
2019,0503,2,80-84 ára,22
2009,1204,1,80-84 ára,5
2024,1004,2,80-84 ára,16
2018,0804,2,80-84 ára,25
2019,3703,2,80-84 ára,31
2023,2103,1,80-84 ára,23
2009,3701,2,80-84 ára,24
2015,1206,2,80-84 ára,3
2024,3404,2,80-84 ára,9
2022,0402,1,80-84 ára,3
2012,0301,2,80-84 ára,19
2024,2202,1,80-84 ára,5
2020,0205,1,80-84 ára,3
2009,3402,2,80-84 ára,17
2020,0405,2,80-84 ára,12
2022,3903,1,80-84 ára,5
2018,3502,2,80-84 ára,16
2021,0803,2,80-84 ára,14
2024,0704,1,80-84 ára,15
2020,2801,1,80-84 ára,17
2020,2902,2,80-84 ára,16
2020,4002,1,80-84 ára,26
2021,2705,1,80-84 ára,22
2019,1703,2,80-84 ára,6
2019,3804,1,80-84 ára,22
2013,1810,2,80-84 ára,5
2023,1902,1,80-84 ára,6
2023,4202,2,80-84 ára,7
2016,4203,1,80-84 ára,5
2024,3402,1,80-84 ára,9
2023,0405,1,80-84 ára,14
2014,0803,1,80-84 ára,11
2021,1002,1,80-84 ára,4
2019,3305,2,80-84 ára,28
2020,3903,2,80-84 ára,10
2023,0708,2,80-84 ára,14
2018,0303,2,80-84 ára,12
2017,1003,1,80-84 ára,8
2017,0903,1,80-84 ára,3
2023,0302,1,80-84 ára,12
2023,2902,2,80-84 ára,16
2018,3003,2,80-84 ára,7
2018,0701,2,80-84 ára,104
2021,2802,2,80-84 ára,8
2009,0502,1,80-84 ára,4
2017,3504,1,80-84 ára,31
2014,0405,1,80-84 ára,12
2024,0805,2,80-84 ára,21
2017,1006,1,80-84 ára,26
2017,0901,2,80-84 ára,21
2013,2901,1,80-84 ára,12
2021,2504,2,80-84 ára,19
2021,1001,2,80-84 ára,5
2013,3901,2,80-84 ára,23
2012,3602,1,80-84 ára,15
2011,2001,2,80-84 ára,43
2016,1403,2,80-84 ára,1
2015,2902,2,80-84 ára,8
2016,2802,2,80-84 ára,10
2009,3005,1,80-84 ára,4
2016,0707,1,80-84 ára,19
2009,2008,2,80-84 ára,1
2012,3006,1,80-84 ára,17
2012,3801,1,80-84 ára,8
2009,0708,2,80-84 ára,25
2009,0401,1,80-84 ára,11
2015,1103,1,80-84 ára,15
2022,0703,1,80-84 ára,8
2012,1810,2,80-84 ára,5
2022,2005,2,80-84 ára,11
2009,2001,1,80-84 ára,20
2024,2701,2,80-84 ára,13
2012,1202,2,80-84 ára,8
2011,0208,2,80-84 ára,46
2023,1304,2,80-84 ára,3
2014,1703,1,80-84 ára,7
2014,3301,2,80-84 ára,13
2023,0902,1,80-84 ára,40
2014,1302,2,80-84 ára,8
2022,0803,1,80-84 ára,11
2016,1003,2,80-84 ára,2
2015,0104,1,80-84 ára,1
2024,0901,1,80-84 ára,20
2023,2401,1,80-84 ára,15
2011,3003,1,80-84 ára,9
2013,2302,1,80-84 ára,8
2011,3704,2,80-84 ára,11
2024,2404,1,80-84 ára,12
2009,2005,1,80-84 ára,9
2009,1811,2,80-84 ára,1
2022,0903,2,80-84 ára,3
2008,3401,2,80-84 ára,22
2013,1302,2,80-84 ára,4
2017,0805,1,80-84 ára,10
2022,2204,1,80-84 ára,13
2010,0202,1,80-84 ára,8
2022,0606,2,80-84 ára,17
2022,1703,2,80-84 ára,1
2015,2106,2,80-84 ára,15
2015,0707,2,80-84 ára,21
2015,1404,1,80-84 ára,6
2008,1502,2,80-84 ára,8
2014,2104,2,80-84 ára,16
2010,0101,2,80-84 ára,13
2014,3404,1,80-84 ára,10
2014,0804,1,80-84 ára,18
2009,0902,1,80-84 ára,14
2013,4203,2,80-84 ára,5
2015,3202,1,80-84 ára,16
2013,3902,1,80-84 ára,6
2009,3203,1,80-84 ára,11
2008,2504,1,80-84 ára,10
2014,3401,1,80-84 ára,30
2012,3003,1,80-84 ára,11
2008,3703,1,80-84 ára,23
2008,3301,2,80-84 ára,12
2016,3903,2,80-84 ára,13
2022,2401,2,80-84 ára,6
2016,2203,1,80-84 ára,1
2009,2003,2,80-84 ára,5
2017,2804,2,80-84 ára,10
2016,0203,2,80-84 ára,7
2016,1705,2,80-84 ára,6
2019,2504,1,80-84 ára,13
2019,2404,1,80-84 ára,9
2010,0703,2,80-84 ára,43
2023,1101,1,80-84 ára,9
2021,3601,1,80-84 ára,34
2009,0502,2,80-84 ára,19
2022,0102,1,80-84 ára,6
2021,1811,1,80-84 ára,6
2009,3102,2,80-84 ára,5
2021,1703,2,80-84 ára,1
2018,3704,2,80-84 ára,10
2023,2503,2,80-84 ára,13
2021,1602,1,80-84 ára,12
2024,2106,2,80-84 ára,42
2024,3203,2,80-84 ára,33
2013,4001,1,80-84 ára,19
2016,3802,2,80-84 ára,5
2016,2001,2,80-84 ára,21
2015,0805,1,80-84 ára,13
2015,3903,1,80-84 ára,14
2022,3103,2,80-84 ára,13
2009,2301,1,80-84 ára,8
2023,4203,1,80-84 ára,7
2014,3202,1,80-84 ára,18
2014,0807,2,80-84 ára,14
2022,0701,1,80-84 ára,72
2020,1301,2,80-84 ára,12
2018,1303,1,80-84 ára,13
2013,3404,2,80-84 ára,9
2021,3404,1,80-84 ára,7
2021,1302,2,80-84 ára,10
2021,0804,2,80-84 ára,17
2020,3004,2,80-84 ára,4
2008,2406,1,80-84 ára,1
2008,0601,2,80-84 ára,37
2019,0404,1,80-84 ára,15
2018,0708,1,80-84 ára,13
2011,1404,1,80-84 ára,1
2011,2006,1,80-84 ára,9
2024,1302,2,80-84 ára,12
2012,0101,1,80-84 ára,7
2023,3003,1,80-84 ára,10
2011,1302,2,80-84 ára,8
2011,0805,1,80-84 ára,8
2012,2501,1,80-84 ára,27
2012,1806,2,80-84 ára,25
2008,2704,2,80-84 ára,5
2024,1202,2,80-84 ára,3
2015,1103,2,80-84 ára,24
2010,2903,2,80-84 ára,41
2019,0701,2,80-84 ára,98
2024,2504,1,80-84 ára,22
2021,1102,2,80-84 ára,8
2020,1902,1,80-84 ára,5
2010,1006,1,80-84 ára,20
2012,0301,1,80-84 ára,17
2019,3302,1,80-84 ára,15
2020,1003,1,80-84 ára,14
2020,0503,2,80-84 ára,25
2024,0901,2,80-84 ára,20
2018,0302,2,80-84 ára,17
2024,3702,1,80-84 ára,11
2009,0901,1,80-84 ára,8
2018,2105,2,80-84 ára,36
2022,0403,1,80-84 ára,6
2010,1803,2,80-84 ára,1
2024,2303,1,80-84 ára,14
2024,0806,1,80-84 ára,39
2020,0901,1,80-84 ára,11
2015,1601,1,80-84 ára,3
2024,1808,1,80-84 ára,23
2011,2106,1,80-84 ára,10
2019,1503,2,80-84 ára,13
2009,0205,1,80-84 ára,5
2009,2105,1,80-84 ára,24
2012,0501,1,80-84 ára,38
2016,1404,1,80-84 ára,6
2022,2602,2,80-84 ára,27
2013,0101,1,80-84 ára,12
2019,3701,1,80-84 ára,8
2019,3401,1,80-84 ára,21
2014,1903,1,80-84 ára,13
2016,2001,1,80-84 ára,29
2011,1901,2,80-84 ára,23
2011,2204,1,80-84 ára,2
2016,0705,2,80-84 ára,19
2023,0104,2,80-84 ára,4
2011,4102,2,80-84 ára,24
2008,2702,2,80-84 ára,24
2013,3903,1,80-84 ára,10
2013,2705,1,80-84 ára,11
2022,3001,1,80-84 ára,1
2016,0404,2,80-84 ára,29
2017,1501,1,80-84 ára,8
2021,1702,2,80-84 ára,53
2010,1004,1,80-84 ára,9
2015,4204,2,80-84 ára,9
2019,3004,2,80-84 ára,4
2014,1904,2,80-84 ára,9
2014,4204,1,80-84 ára,12
2017,1602,1,80-84 ára,9
2013,0704,1,80-84 ára,24
2019,0602,2,80-84 ára,10
2024,3203,1,80-84 ára,24
2017,2705,2,80-84 ára,17
2012,1805,1,80-84 ára,30
2023,1103,1,80-84 ára,10
2008,2105,1,80-84 ára,23
2020,3305,2,80-84 ára,28
2008,0504,2,80-84 ára,36
2009,2705,2,80-84 ára,15
2010,0603,2,80-84 ára,10
2023,0602,1,80-84 ára,5
2011,2204,2,80-84 ára,2
2010,0502,1,80-84 ára,5
2012,3801,2,80-84 ára,9
2011,0704,1,80-84 ára,31
2017,2901,2,80-84 ára,8
2020,1202,1,80-84 ára,7
2022,4002,1,80-84 ára,25
2019,1903,2,80-84 ára,36
2022,4204,2,80-84 ára,14
2021,1901,2,80-84 ára,23
2020,0905,2,80-84 ára,7
2024,3801,1,80-84 ára,33
2020,2003,2,80-84 ára,20
2023,0704,2,80-84 ára,16
2017,2404,1,80-84 ára,4
2024,2006,2,80-84 ára,18
2022,2302,2,80-84 ára,24
2021,2007,2,80-84 ára,13
2018,1805,1,80-84 ára,51
2012,0902,1,80-84 ára,27
2021,0303,2,80-84 ára,15
2024,0603,2,80-84 ára,8
2023,2902,1,80-84 ára,16
2022,1603,2,80-84 ára,11
2024,1203,2,80-84 ára,35
2018,0605,1,80-84 ára,47
2017,2904,1,80-84 ára,15
2017,1304,2,80-84 ára,3
2014,1305,2,80-84 ára,4
2010,4202,2,80-84 ára,10
2010,3105,1,80-84 ára,3
2012,3703,2,80-84 ára,32
2021,2401,2,80-84 ára,8
2008,0602,2,80-84 ára,29
2011,0403,2,80-84 ára,10
2009,1402,2,80-84 ára,1
2014,0602,2,80-84 ára,36
2017,3105,2,80-84 ára,7
2020,1305,2,80-84 ára,2
2010,3104,1,80-84 ára,5
2018,2704,2,80-84 ára,10
2014,3006,1,80-84 ára,21
2023,1701,2,80-84 ára,33
2010,0402,1,80-84 ára,15
2018,2405,1,80-84 ára,1
2010,0102,2,80-84 ára,33
2011,1403,2,80-84 ára,1
2017,2705,1,80-84 ára,17
2011,0302,2,80-84 ára,27
2015,2404,1,80-84 ára,3
2008,1002,1,80-84 ára,1
2009,2201,2,80-84 ára,1
2015,2901,1,80-84 ára,9
2015,2302,2,80-84 ára,26
2014,1805,2,80-84 ára,42
2014,1401,2,80-84 ára,4
2011,1503,2,80-84 ára,12
2010,3702,2,80-84 ára,24
2014,3101,1,80-84 ára,11
2020,0904,2,80-84 ára,3
2009,0204,1,80-84 ára,6
2016,2302,2,80-84 ára,29
2014,1704,2,80-84 ára,35
2016,3801,1,80-84 ára,9
